Time,AgeStart,Age,Deaths,Population
1988,10,10-14,23784,20656555
1988,15,15-19,34685,19209353
1988,20,20-24,39597,17206741
1988,25,25-29,34780,14694329
1988,30,30-34,32418,11938352
1988,35,35-39,31946,9198373
1988,40,40-44,38379,8143232.5
1988,45,45-49,50885,7649290
1988,50,50-54,66833,6805427
1988,55,55-59,81637,5575473.5
1988,60,60-64,98035,4218180
1988,65,65-69,108212,2928724.5
1988,70,70-74,123483,2026067
1988,75,75-79,119932,1227733
1988,80,80-84,82084,543731
1988,85,85-89,37295,164086.5
1988,90,90-94,9936,31204.5
1988,95,95-99,1535,3533
1988,100,100,141,252.5
1989,0,0-4,419920,22325103
1989,5,5-9,35240,22324796.5
1989,10,10-14,23015,20950888
1989,15,15-19,33862,19489078
1989,20,20-24,39001,17639717
1989,25,25-29,34476,15178689.5
1989,30,30-34,32561,12473884
1989,35,35-39,32367.000000000000,9661670
1989,40,40-44,37449,8186550
1989,45,45-49,50051,7705762.5
1989,50,50-54,67053,6958323.5
1989,55,55-59,82820,5746069.5
1989,60,60-64,101072,4407036
1989,65,65-69,111165,3043738.5
1989,70,70-74,124556,2064906.5
1989,75,75-79,122675,1264851.5
1989,80,80-84,85410,569240.5
1989,85,85-89,39410,174219
1989,90,90-94,10526,33083
1989,95,95-99,1634,3761.5
1989,100,100,147,261.5
1990,0,0-4,397937,22204565.5
1990,5,5-9,33894,22391067
1990,10,10-14,22678,21251311.5
1990,15,15-19,33796,19741360.5
1990,20,20-24,39407,18044023.5
1990,25,25-29,35166,15651938
1990,30,30-34,33578,13003309.5
1990,35,35-39,33777,10189082.5
1990,40,40-44,37434,8264401.5
1990,45,45-49,49984,7756450.5
1990,50,50-54,67879,7090827.5
1990,55,55-59,84791,5917303
1990,60,60-64,104618,4590696
1990,65,65-69,115203,3176274.5
1990,70,70-74,126376,2111519
1990,75,75-79,125111,1297713
1990,80,80-84,88786,595424.5
1990,85,85-89,41506,184410.5
1990,90,90-94,11137,35141.5
1990,95,95-99,1736,4006.5
1990,100,100,152,271.5
1991,0,0-4,380620,22186190.5
1991,5,5-9,32044.000000000000,22324960
1991,10,10-14,22055,21525595
1991,15,15-19,33159,20002577.5
1991,20,20-24,38807,18398633
1991,25,25-29,34977,16123040.5
1991,30,30-34,33782,13525006.5
1991,35,35-39,34469,10714583.5
1991,40,40-44,37149,8429184.5
1991,45,45-49,49323,7814734
1991,50,50-54,67801,7200015
1991,55,55-59,86109,6089548
1991,60,60-64,107352,4765730
1991,65,65-69,119370,3324969.5
1991,70,70-74,128607,2168500
1991,75,75-79,127143,1326584
1991,80,80-84,92324,621905.5
1991,85,85-89,43671,194518.5
1991,90,90-94,11849,37422
1991,95,95-99,1850,4260
1991,100,100,158,280.5
1992,0,0-4,361594,22211011
1992,5,5-9,30340,22182460.5
1992,10,10-14,21535,21795259
1992,15,15-19,32447.000000000000,20260376
1992,20,20-24,37904,18716931
1992,25,25-29,34518,16586231.500000000
1992,30,30-34,33726,14036065.5
1992,35,35-39,34947,11243707
1992,40,40-44,37072,8681686
1992,45,45-49,48538,7874368.5
1992,50,50-54,67333,7287770.5
1992,55,55-59,87149,6259734
1992,60,60-64,109554,4933173
1992,65,65-69,123569,3486098.5
1992,70,70-74,131107,2237760
1992,75,75-79,128465,1353589.5
1992,80,80-84,95413,647864.5
1992,85,85-89,45707,204916.5
1992,90,90-94,12582,39933.5
1992,95,95-99,1955,4518.5
1992,100,100,163,289.5
1993,0,0-4,344728,22206590.5
1993,5,5-9,27782,22039556
1993,10,10-14,20115,22031810
1993,15,15-19,30643,20523287.5
1993,20,20-24,35811,19029437.5
1993,25,25-29,32826,17031207
1993,30,30-34,32422.000000000000,14532651.5
1993,35,35-39,34225,11775478
1993,40,40-44,36324,9029822
1993,45,45-49,46637,7932578
1993,50,50-54,65393,7359019.5
1993,55,55-59,86631,6422992
1993,60,60-64,110177,5096800.5
1993,65,65-69,126761,3654831
1993,70,70-74,133522,2320914
1993,75,75-79,129425.00000000000,1381849.5
1993,80,80-84,98183,672754.5
1993,85,85-89,47857,215855
1993,90,90-94,13394,42646
1993,95,95-99,2069,4786
1993,100,100,169,301.5
1994,0,0-4,329905,22220531.5
1994,5,5-9,27079,21912742
1994,10,10-14,20113,22204742.5
1994,15,15-19,31278,20819416.5
1994,20,20-24,36624,19308838.5
1994,25,25-29,34028,17461177.5
1994,30,30-34,33895,15013207.5
1994,35,35-39,36181,12306093.5
1994,40,40-44,38530,9487703
1994,45,45-49,47425,7978346.5
1994,50,50-54,66502,7418028
1994,55,55-59,89458,6572473.5
1994,60,60-64,114253,5258734.5
1994,65,65-69,133096,3824556.5
1994,70,70-74,139051,2418008.5
1994,75,75-79,132136,1413402.5
1994,80,80-84,101418,695790
1994,85,85-89,50238,227160.5
1994,90,90-94,14259,45478.5
1994,95,95-99,2191,5080
1994,100,100,177,316
1995,0,0-4,315926,22302476.5
1995,5,5-9,26206,21817691
1995,10,10-14,19854,22275427.5
1995,15,15-19,31747,21121140.5
1995,20,20-24,37236,19561185
1995,25,25-29,35045,17863206.5
1995,30,30-34,35221,15482963.5
1995,35,35-39,38016,12830602
1995,40,40-44,40934,10008161.5
1995,45,45-49,48255,8057025.5
1995,50,50-54,67373,7470324
1995,55,55-59,91785,6701378
1995,60,60-64,118026,5420005.5
1995,65,65-69,138899,3988784
1995,70,70-74,144919,2528483.5
1995,75,75-79,134910,1449959
1995,80,80-84,103994,716364
1995,85,85-89,52548,238768
1995,90,90-94,15096,48357.5
1995,95,95-99,2327,5419
1995,100,100,187,335
1996,0,0-4,303813,22436997
1996,5,5-9,25444,21822007.5
1996,10,10-14,19472,22214167.5
1996,15,15-19,32099.000000000000,21396605
1996,20,20-24,37770,19822678.5
1996,25,25-29,35838,18216863
1996,30,30-34,36411,15951245.5
1996,35,35-39,39722,13347745
1996,40,40-44,43273,10526759
1996,45,45-49,49472,8220271.000000000
1996,50,50-54,68305,7529083.5
1996,55,55-59,93877,6807156.5
1996,60,60-64,122011,5581001.5
1996,65,65-69,144691,4144618.5000000000
1996,70,70-74,151814,2651263
1996,75,75-79,138627,1493290.5
1996,80,80-84,106492,734679
1996,85,85-89,55026,250497.5
1996,90,90-94,15981,51258
1996,95,95-99,2488,5802.5
1996,100,100,200,358
1997,0,0-4,291561,22611801.5
1997,5,5-9,24485,21867750.5
1997,10,10-14,18785,22076446.5
1997,15,15-19,31917,21667181.5
1997,20,20-24,37608,20080524
1997,25,25-29,35872,18534644
1997,30,30-34,36889,16411779.000000000
1997,35,35-39,40684,13854276.5
1997,40,40-44,44922,11048632.5
1997,45,45-49,50452,8468648
1997,50,50-54,68386,7588221.5
1997,55,55-59,94605,6891666
1997,60,60-64,124782,5738888
1997,65,65-69,149025,4292980.5
1997,70,70-74,158248,2783245.5
1997,75,75-79,142383,1544682.5
1997,80,80-84,108373,751895
1997,85,85-89,57304,261969
1997,90,90-94,16863,54261
1997,95,95-99,2663,6222
1997,100,100,213,380
1998,0,0-4,276534,22779928.5
1998,5,5-9,23818,21883330
1998,10,10-14,18364,21937194
1998,15,15-19,32289,21903725
1998,20,20-24,38307,20341471.5
1998,25,25-29,36763,18844594.5
1998,30,30-34,38221,16852411
1998,35,35-39,42530,14344803
1998,40,40-44,47513,11571488
1998,45,45-49,52922,8808740
1998,50,50-54,69522,7644153
1998,55,55-59,96302,6958685
1998,60,60-64,128711.00000000000,5888251
1998,65,65-69,154341,4436289.5
1998,70,70-74,165841,2919816
1998,75,75-79,147437,1604924.5
1998,80,80-84,110506,769601.5
1998,85,85-89,59491,272900
1998,90,90-94,17784,57411.5
1998,95,95-99,2846,6668.5
1998,100,100,225,402.5
1999,0,0-4,260378,22851301.5
1999,5,5-9,23465,21914480.5
1999,10,10-14,18173,21812776
1999,15,15-19,33126,22074887
1999,20,20-24,39840,20631518
1999,25,25-29,38369,19117671
1999,30,30-34,40272,17274704
1999,35,35-39,45073,14816601.5
1999,40,40-44,50811,12090735
1999,45,45-49,56763,9253492.5
1999,50,50-54,71238,7685855
1999,55,55-59,98578,7011984
1999,60,60-64,133172,6022611.5
1999,65,65-69,160302,4576167
1999,70,70-74,174020,3055576
1999,75,75-79,153624,1674119.5
1999,80,80-84,113007,788960
1999,85,85-89,61541,283015
1999,90,90-94,18743,60662.5
1999,95,95-99,3038,7124.5
1999,100,100,238,426
2000,0,0-4,246038,22827685
2000,5,5-9,22642,22011072.5
2000,10,10-14,17533,21719717
2000,15,15-19,32629.000000000000,22143047
2000,20,20-24,39645,20924264.5
2000,25,25-29,38153,19360886
2000,30,30-34,40522,17666981
2000,35,35-39,45824,15276154.5
2000,40,40-44,52368,12602933.5
2000,45,45-49,59392,9758363.5
2000,50,50-54,71469,7759018
2000,55,55-59,98691,7058783
2000,60,60-64,134986,6137986
2000,65,65-69,164105,4715467.5
2000,70,70-74,180235,3187012.5
2000,75,75-79,159605,1752883.5
2000,80,80-84,115388,811318
2000,85,85-89,63238,292199
2000,90,90-94,19702,63994.5
2000,95,95-99,3224,7577
2000,100,100,250,446.5
2001,0,0-4,234154,22740220.5
2001,5,5-9,21900,22158036
2001,10,10-14,16994,21725406.5
2001,15,15-19,31963,22079205
2001,20,20-24,39403,21188775
2001,25,25-29,37950,19610522.5
2001,30,30-34,40612,18009449
2001,35,35-39,46476,15733212.5
2001,40,40-44,53768,13107486.5
2001,45,45-49,61849,10261431.5
2001,50,50-54,72198,7914534
2001,55,55-59,98723,7112525
2001,60,60-64,136131,6233240
2001,65,65-69,167706,4855557.5
2001,70,70-74,185859,3312858
2001,75,75-79,166216,1841024
2001,80,80-84,118273,837901
2001,85,85-89,64733.00000000000,300650
2001,90,90-94,20672,67372.5
2001,95,95-99,3411,8028.500000000000
2001,100,100,263,466
2002,0,0-4,223053,22617020.5
2002,5,5-9,20993,22343980
2002,10,10-14,16319.000000000000,21772046.5
2002,15,15-19,30799,21938679
2002,20,20-24,38677,21446102.5
2002,25,25-29,37263,19853507.5
2002,30,30-34,40120,18314078.5
2002,35,35-39,46562,16181256
2002,40,40-44,54560,13600994
2002,45,45-49,63734,10767571.5
2002,50,50-54,73048,8152508
2002,55,55-59,98062,7167243.5
2002,60,60-64,135939,6310169.5
2002,65,65-69,170200,4994077.5
2002,70,70-74,190063,3434211
2002,75,75-79,172565,1936621.5
2002,80,80-84,121290,869682.5
2002,85,85-89,65906,309008
2002,90,90-94,21554,70752.5
2002,95,95-99,3592,8498.5
2002,100,100,274,486.5
2003,0,0-4,213069,22509090.5
2003,5,5-9,20529,22523046
2003,10,10-14,16033.000000000000,21788426
2003,15,15-19,30418,21796618.5
2003,20,20-24,38967,21668558
2003,25,25-29,37665,20097664.5
2003,30,30-34,40724,18609375.5
2003,35,35-39,47757,16608686.5
2003,40,40-44,56459,14078381
2003,45,45-49,66798,11274645
2003,50,50-54,75880,8479004
2003,55,55-59,98864,7219244
2003,60,60-64,137102,6371941.5
2003,65,65-69,174327,5125980
2003,70,70-74,195766,3552709.5
2003,75,75-79,180555,2036192.5
2003,80,80-84,125874,907027
2003,85,85-89,67540,317867.5
2003,90,90-94,22521,74041
2003,95,95-99,3800,9000.5
2003,100,100,287,508.50000000000000
2004,0,0-4,234040,22479480
2004,5,5-9,37210,22597286.5
2004,10,10-14,27444,21814784.5
2004,15,15-19,40315,21666401.5
2004,20,20-24,49101,21824974
2004,25,25-29,47788,20369344
2004,30,30-34,51288,18865865.5
2004,35,35-39,58916,17015016.5
2004,40,40-44,67809,14534241
2004,45,45-49,78678,11775141.5
2004,50,50-54,87493,8903179
2004,55,55-59,106777,7254914.5
2004,60,60-64,145231,6418702
2004,65,65-69,184798,5242460
2004,70,70-74,207061,3666664
2004,75,75-79,190549,2134840
2004,80,80-84,132664,949222.5
2004,85,85-89,70270,327150.5
2004,90,90-94,23779,76947.5
2004,95,95-99,4091,9503
2004,100,100,307,531
2005,0,0-4,199742,22593402.5
2005,5,5-9,19260,22576436
2005,10,10-14,15453,21906470.5
2005,15,15-19,29463,21569776.5
2005,20,20-24,38767,21884361.5
2005,25,25-29,38207,20649028.5
2005,30,30-34,41347,19096967.5
2005,35,35-39,49605,17394645.5
2005,40,40-44,59703,14980188.5
2005,45,45-49,72490,12270318.5
2005,50,50-54,83739,9386153.5
2005,55,55-59,100153,7321442.5
2005,60,60-64,138071,6460509.5
2005,65,65-69,180279,5343391
2005,70,70-74,205603,3781200.5
2005,75,75-79,195157,2231263
2005,80,80-84,136394,997683.5
2005,85,85-89,70867,338060.5
2005,90,90-94,24033,79725.5
2005,95,95-99,4204,10062
2005,100,100,313,563
2006,0,0-4,194651,22819644
2006,5,5-9,19101,22499354
2006,10,10-14,15615,22053696
2006,15,15-19,29456,21576888
2006,20,20-24,38555,21820362.5
2006,25,25-29,38607,20908794
2006,30,30-34,41803,19342016
2006,35,35-39,50479,17731787.5
2006,40,40-44,61389,15429467.5
2006,45,45-49,75371,12762993
2006,50,50-54,88046,9871612.5
2006,55,55-59,102024,7470172
2006,60,60-64,138857,6512310.5
2006,65,65-69,182773,5430139
2006,70,70-74,211120,3899396.5
2006,75,75-79,202427,2325070.5
2006,80,80-84,143262,1052667.5
2006,85,85-89,73438,351409.5
2006,90,90-94,24884,82577
2006,95,95-99,4468,10689
2006,100,100,336,605.5
2007,0,0-4,188184,23101503.5
2007,5,5-9,17893,22385606
2007,10,10-14,14944,22239695.5
2007,15,15-19,28852,21624929
2007,20,20-24,37651,21682678
2007,25,25-29,38462,21164922
2007,30,30-34,41708,19583467
2007,35,35-39,50729,18033578
2007,40,40-44,62545,15871012
2007,45,45-49,77717,13245417.5
2007,50,50-54,91916,10360183.5
2007,55,55-59,104431,7696961
2007,60,60-64,139129,6564422.5
2007,65,65-69,183950,5500424
2007,70,70-74,215673,4015814.5
2007,75,75-79,208615,2415604.5
2007,80,80-84,150070,1111809.5
2007,85,85-89,76076,366919.5
2007,90,90-94,25583,85418.5
2007,95,95-99,4705,11319
2007,100,100,361,652.5
2008,0,0-4,179857,23393804.5
2008,5,5-9,17254,22286406.5
2008,10,10-14,14723,22419200
2008,15,15-19,28590,21642844
2008,20,20-24,37145,21544831
2008,25,25-29,38648,21389080.5
2008,30,30-34,42015,19828580.5
2008,35,35-39,51360,18327966.5
2008,40,40-44,64045,16293378.5
2008,45,45-49,80383,13712748
2008,50,50-54,96194,10849982
2008,55,55-59,108353,8007473.5
2008,60,60-64,139845,6613663.5
2008,65,65-69,185133,5557459
2008,70,70-74,220473,4126717.5000000000
2008,75,75-79,214970,2504464.5
2008,80,80-84,157489,1173266.5
2008,85,85-89,79389,384929
2008,90,90-94,26409,88466
2008,95,95-99,4954,11936.5
2008,100,100,390,705.5
2009,0,0-4,173563,23652190.5
2009,5,5-9,16848,22277172
2009,10,10-14,14572,22503225
2009,15,15-19,28403,21676584.5
2009,20,20-24,36708,21423644
2009,25,25-29,38758,21552522
2009,30,30-34,42407,20105579.5
2009,35,35-39,51870,18588978
2009,40,40-44,65389.00000000000,16700014.500000000
2009,45,45-49,82762,14163936
2009,50,50-54,100170,11338009.5
2009,55,55-59,113350,8413876.5
2009,60,60-64,139983,6651047.5
2009,65,65-69,185343,5605162
2009,70,70-74,223990,4228473
2009,75,75-79,220401,2593349
2009,80,80-84,164338,1235346.5
2009,85,85-89,82934,405719.5
2009,90,90-94,27236,91894.5
2009,95,95-99,5176,12542
2009,100,100,418,762
2010,0,0-4,168390,23871479.5
2010,5,5-9,16591,22410399
2010,10,10-14,14387,22492991
2010,15,15-19,28523,21776287
2010,20,20-24,36710,21336381.5
2010,25,25-29,39122,21619666.5
2010,30,30-34,43287,20389970.5
2010,35,35-39,52873,18824399
2010,40,40-44,67321,17079991
2010,45,45-49,85888,14605207.5
2010,50,50-54,104996,11820765.5
2010,55,55-59,120103,8875477.5
2010,60,60-64,141662,6716801
2010,65,65-69,186520,5648545
2010,70,70-74,227961,4317753
2010,75,75-79,226793,2683328
2010,80,80-84,171605,1296579
2010,85,85-89,87265,429473
2010,90,90-94,28277,95853.5
2010,95,95-99,5405,13148.5
2010,100,100,451,825.5
2011,0,0-4,164703,24101187
2011,5,5-9,16035,22643708
2011,10,10-14,13823,22418935.5
2011,15,15-19,27953,21927402
2011,20,20-24,35845,21350048.5
2011,25,25-29,38097,21562673.5
2011,30,30-34,42846,20652215.5
2011,35,35-39,52456,19070312.5
2011,40,40-44,67444,17414456
2011,45,45-49,87193,15046019.5
2011,50,50-54,107898,12297534
2011,55,55-59,124982,9336427
2011,60,60-64,142875,6856159
2011,65,65-69,186048,5697949.5
2011,70,70-74,229514,4393303.5
2011,75,75-79,232079,2774388.5
2011,80,80-84,177972,1356249.5
2011,85,85-89,91939,455973.5
2011,90,90-94,29466,100432
2011,95,95-99,5632,13758.5
2011,100,100,488,899
2012,0,0-4,159192,24342408.5
2012,5,5-9,15658,22933066
2012,10,10-14,13350,22308661
2012,15,15-19,27599,22118399
2012,20,20-24,35243,21407273
2012,25,25-29,37161,21435978.5
2012,30,30-34,42610,20913691
2012,35,35-39,52249,19314889
2012,40,40-44,67640,17715959
2012,45,45-49,88644,15480826.5
2012,50,50-54,110874,12765785.5
2012,55,55-59,130026.00000000000,9801578.5
2012,60,60-64,145630,7068772.5
2012,65,65-69,185822,5748514.5
2012,70,70-74,230486,4456839.5
2012,75,75-79,237325,2865139
2012,80,80-84,184102,1414985
2012,85,85-89,97002,484645.5
2012,90,90-94,30856,105742.5
2012,95,95-99,5870,14393
2012,100,100,529,978
2013,0,0-4,150519,24512290.5
2013,5,5-9,15316,23233096
2013,10,10-14,12925,22212758.5
2013,15,15-19,27341,22302660
2013,20,20-24,34702,21435806
2013,25,25-29,36339,21311261
2013,30,30-34,42417,21145618
2013,35,35-39,52163,19564830
2013,40,40-44,67952,18011578.5
2013,45,45-49,90181,15898035.5
2013,50,50-54,113934,13220560
2013,55,55-59,135318,10268907
2013,60,60-64,150268,7359133.5
2013,65,65-69,186007,5796858
2013,70,70-74,231314,4510524.5
2013,75,75-79,242650,2952517
2013,80,80-84,190365,1473502
2013,85,85-89,102416,514553
2013,90,90-94,32506,111849.5
2013,95,95-99,6131,15070.5
2013,100,100,572,1057.5
2014,0,0-4,142632,24582286.5
2014,5,5-9,14912,23499581
2014,10,10-14,12535,22206564.5
2014,15,15-19,26929,22391019.5
2014,20,20-24,34107,21479516.5
2014,25,25-29,35466,21203303
2014,30,30-34,42003,21318117.5
2014,35,35-39,52029,19847098
2014,40,40-44,67960,18275200.5
2014,45,45-49,91376,16300756.5
2014,50,50-54,116501,13660759
2014,55,55-59,140139,10735597
2014,60,60-64,156369,7737934
2014,65,65-69,185527,5834716.5
2014,70,70-74,231112,4557449.5
2014,75,75-79,246780,3033959
2014,80,80-84,196096,1532751
2014,85,85-89,107619,544985
2014,90,90-94,34314,118857
2014,95,95-99,6402,15812
2014,100,100,612,1135.5
2015,0,0-4,135081,24527207
2015,5,5-9,14490,23726358
2015,10,10-14,12221,22342338
2015,15,15-19,26398,22384639.5
2015,20,20-24,33594,21586897
2015,25,25-29,34652,21127241.5
2015,30,30-34,41403,21394168.5
2015,35,35-39,51903,20136310.5
2015,40,40-44,67841,18513896
2015,45,45-49,92354,16678158
2015,50,50-54,118843,14092582
2015,55,55-59,144698,11198713.5
2015,60,60-64,163384,8168509
2015,65,65-69,185715,5898880.5
2015,70,70-74,230724,4602079
2015,75,75-79,250238,3107560
2015,80,80-84,202001,1593550
2015,85,85-89,112840,575456
2015,90,90-94,36417,126851
2015,95,95-99,6716,16644
2015,100,100,652,1210
2016,0,0-4,128283.00000000000,24310677
2016,5,5-9,14143,23962140.5
2016,10,10-14,11995,22577570.5
2016,15,15-19,25810,22313885
2016,20,20-24,33198,21742861
2016,25,25-29,34050,21148195
2016,30,30-34,40618,21344745
2016,35,35-39,51749,20402127
2016,40,40-44,67784,18762213
2016,45,45-49,93104,17011030.5
2016,50,50-54,121178,14524504
2016,55,55-59,149191,11656986
2016,60,60-64,170352,8599698.5
2016,65,65-69,187702,6029977
2016,70,70-74,230674,4652534.5
2016,75,75-79,252951,3172233
2016,80,80-84,208018,1655707
2016,85,85-89,117942,605691.5
2016,90,90-94,38762,135772.5
2016,95,95-99,7071,17590
2016,100,100,689,1279.5
2017,0,0-4,120835,23939433.5
2017,5,5-9,13784,24208311
2017,10,10-14,11776,22868296.5
2017,15,15-19,25127,22206471.5
2017,20,20-24,32825,21936213
2017,25,25-29,33485,21209271
2017,30,30-34,39656,21223564
2017,35,35-39,51529,20665280.5
2017,40,40-44,67638,19007958.5
2017,45,45-49,93550,17310992.5
2017,50,50-54,123304,14950330.5
2017,55,55-59,153383,12107214
2017,60,60-64,177161,9035078
2017,65,65-69,191377,6226309
2017,70,70-74,230547,4703728.5
2017,75,75-79,254723,3228715
2017,80,80-84,213812,1718069.5
2017,85,85-89,122849,635945.5
2017,90,90-94,41262,145447.5
2017,95,95-99,7472,18679
2017,100,100,725,1349.5
2018,0,0-4,115463,23539131
2018,5,5-9,13897,24383187
2018,10,10-14,11947,23169340
2018,15,15-19,24835,22112987
2018,20,20-24,32863,22121716
2018,25,25-29,33304,21240336
2018,30,30-34,39167,21102955.5
2018,35,35-39,51771,20898187.5
2018,40,40-44,68087,19258336.5
2018,45,45-49,94634,17604783.5
2018,50,50-54,126058,15358859
2018,55,55-59,158174,12544713.5
2018,60,60-64,184742,9472782
2018,65,65-69,197879,6491331
2018,70,70-74,231241,4752570
2018,75,75-79,256581.00000000000,3278460.5
2018,80,80-84,219898,1778709.5
2018,85,85-89,128047,666522.5
2018,90,90-94,43986,155585.5
2018,95,95-99,7955,19928.5
2018,100,100,765,1424.5
2019,0,0-4,109819,23202326.5
2019,5,5-9,12992,24458609.5
2019,10,10-14,11440,23436867.5
2019,15,15-19,23992,22108747.5
2019,20,20-24,32051.000000000000,22211785
2019,25,25-29,32432.000000000000,21286254
2019,30,30-34,37909,20998772
2019,35,35-39,50953,21072222.5
2019,40,40-44,67625,19540538.5
2019,45,45-49,94357,17867357
2019,50,50-54,127326,15753591.5
2019,55,55-59,161273,12968883.5
2019,60,60-64,190749,9910640
2019,65,65-69,205535,6834219
2019,70,70-74,230442,4792057.5
2019,75,75-79,257027,3323704
2019,80,80-84,224775,1836121
2019,85,85-89,132905,697832
2019,90,90-94,46629,165984
2019,95,95-99,8481,21361.5
2019,100,100,806,1507
2020,0,0-4,105154,22922408
2020,5,5-9,12513,24409414
2020,10,10-14,11259,23665014
2020,15,15-19,23662,22246661.5
2020,20,20-24,31462,22209019
2020,25,25-29,31886,21396635
2020,30,30-34,38223,20926639.5
2020,35,35-39,54247,21149720.5
2020,40,40-44,76236,19826124.5
2020,45,45-49,109968,18098789
2020,50,50-54,153702,16112621
2020,55,55-59,200381,13368803
2020,60,60-64,243564,10323510.5
2020,65,65-69,265229,7198218.5
2020,70,70-74,279173,4829951
2020,75,75-79,299218,3346414
2020,80,80-84,257822,1874603
2020,85,85-89,163704,717080.5
2020,90,90-94,60273,170313
2020,95,95-99,11493,21503.5
2020,100,100,1085,1422.5
2021,0,0-4,100617,22679920
2021,5,5-9,12024,24199099.5
2021,10,10-14,11089,23902277
2021,15,15-19,23427,22484552.5
2021,20,20-24,31168,22144039
2021,25,25-29,35843,21555192.5
2021,30,30-34,43711,20948729
2021,35,35-39,62178,21098219.5
2021,40,40-44,89031,20079631.5
2021,45,45-49,129412,18324262
2021,50,50-54,181512,16405255.000000000
2021,55,55-59,235902,13737592.5
2021,60,60-64,287131,10692442.5
2021,65,65-69,318771,7517085
2021,70,70-74,328538,4877928.5
2021,75,75-79,346928,3327920.5
2021,80,80-84,296300,1873823.5
2021,85,85-89,171776,720922
2021,90,90-94,61551,167782.5
2021,95,95-99,11320,20206.5
2021,100,100,950,1172
2022,0,0-4,96506,22488310.5
2022,5,5-9,11459,23833942.5
2022,10,10-14,10906,24149561.5
2022,15,15-19,23271,22776321
2022,20,20-24,30164,22040795
2022,25,25-29,31451,21749592
2022,30,30-34,36088,21010309.5
2022,35,35-39,48564,20977656.5
2022,40,40-44,67601,20335480
2022,45,45-49,94592,18556556
2022,50,50-54,130691,16680769
2022,55,55-59,170404,14121211.5
2022,60,60-64,207036,11080770.5
2022,65,65-69,229588,7868392
2022,70,70-74,232440,5007775.5
2022,75,75-79,249567,3333986
2022,80,80-84,224757,1884437
2022,85,85-89,137551,740374.5
2022,90,90-94,47570,172479.5
2022,95,95-99,8080,20692
2022,100,100,591,1116.5
2023,0,0-4,92375,22348674.5
2023,5,5-9,10851,23439367.5
2023,10,10-14,10636,24325686
2023,15,15-19,23042,23076926.5
2023,20,20-24,29405,21949057.5
2023,25,25-29,31060,21936321
2023,30,30-34,35419,21044268.5
2023,35,35-39,47381,20863349.5
2023,40,40-44,67263,20572115
2023,45,45-49,94447,18811452
2023,50,50-54,131255,16977149
2023,55,55-59,173100,14523845.5
2023,60,60-64,212325,11502057.5
2023,65,65-69,238467,8272859.500000000
2023,70,70-74,239829,5245191
2023,75,75-79,250353,3387200.5
2023,80,80-84,227170,1927360.5
2023,85,85-89,143044,777527.5
2023,90,90-94,50676,185325
2023,95,95-99,8947,23067.5
2023,100,100,664,1265
2024,0,0-4,89177,22222705.5
2024,5,5-9,10416,23106798.5
2024,10,10-14,10430,24402281.5
2024,15,15-19,22841,23336934
2024,20,20-24,28815,21930224
2024,25,25-29,30618,22033704
2024,30,30-34,34894,21100853
2024,35,35-39,46426,20770315
2024,40,40-44,67030,20753550
2024,45,45-49,94881,19098964
2024,50,50-54,132222,17244149.5
2024,55,55-59,176569,14913705.5
2024,60,60-64,218633,11911441
2024,65,65-69,248898,8678273.5
2024,70,70-74,252134,5545315.5
2024,75,75-79,252784,3432678.5
2024,80,80-84,230834,1967865
2024,85,85-89,148949,812543
2024,90,90-94,54097,198611
2024,95,95-99,9876,25566
2024,100,100,741,1452.5