Province,District,2016-Jan-Mar,2016-Apr-Jun,2016-Jul-Sep,2016-Oct-Dec,2017-Jan-Mar,2017-Apr-Jun,2017-Jul-Sep,2017-Oct-Dec,2018-Jan-Mar,2018-Apr-Jun,2018-Jul-Sep,2018-Oct-Dec,NA,2019-Jan-Mar,2019-Apr-Jun,2019-Jul-Sep,2019-Oct-Dec,NA,2020-Jan,2020-Feb,2020-Mar,2020-Apr,2020-May,2020-Jun,2020-Jul,2020-Aug,2020-Sep,2020-Oct,2020-Nov,2020-Dec,2021-Jan,2021-Feb,2021-Mar,2021-Apr,2021-May,2021-Jun,2021-Jul,2021-Aug,2021-Sep,2021-Oct,2021-Nov,2021-Dec
JATENG,KLATEN,78,76,82,79,75,79,81,83,89,77,74,83,#DIV/0!,82,72,63,67,#DIV/0!,97,93,90,81,85,87,84,85,82,84,82,74,76,70,69,46,13,0,0,0,0,0,#DIV/0!,#DIV/0!
JATENG,KOTA MAGELANG,83,69,81,80,72,76,70,75,64,63,67,76,#DIV/0!,73,77,69,77,#DIV/0!,74,68,83,84,87,79,82,70,53,78,66,55,61,72,52,20,2,0,0,0,0,0,#DIV/0!,#DIV/0!
JATENG,KOTA PEKALONGAN,90,90,87,90,89,92,92,90,70,93,92,95,#DIV/0!,88,90,91,89,#DIV/0!,94,94,91,92,88,89,88,82,80,72,70,64,57,31,51,26,10,0,0,0,0,0,#DIV/0!,#DIV/0!
JATENG,KOTA SALATIGA,81,85,87,89,70,75,87,95,89,93,55,74,#DIV/0!,98,99,94,97,#DIV/0!,96,100,91,87,100,88,95,91,68,43,3,7,21,13,7,8,0,0,0,0,0,0,#DIV/0!,#DIV/0!
JATENG,KOTA SEMARANG,84,84,85,82,83,85,84,82,86,82,73,69,#DIV/0!,8,51,45,28,#DIV/0!,78,79,80,78,68,74,76,71,70,64,64,56,63,53,42,38,7,0,0,0,0,0,0,#DIV/0!
JATENG,KOTA SURAKARTA,82,80,85,83,86,87,90,87,89,92,89,90,#DIV/0!,88,83,82,86,#DIV/0!,84,89,90,82,94,88,88,91,89,73,68,59,71,63,50,25,4,0,0,0,0,0,0,#DIV/0!
JATENG,KOTA TEGAL,77,76,73,80,82,83,84,87,72,76,81,82,#DIV/0!,82,84,83,86,#DIV/0!,77,83,80,72,77,71,67,76,65,71,67,73,65,67,69,67,23,0,0,1,0,0,0,#DIV/0!
JATENG,KUDUS,93,94,95,94,90,88,94,83,39,93,93,87,#DIV/0!,94,96,97,88,#DIV/0!,80,74,78,66,59,70,70,67,63,44,46,52,51,40,38,22,3,0,0,0,0,0,#DIV/0!,#DIV/0!
JATENG,MAGELANG,89,86,89,87,81,79,81,82,86,86,80,83,#DIV/0!,86,87,92,92,#DIV/0!,91,87,95,95,64,96,88,89,78,83,74,83,72,74,69,21,0,0,0,0,0,0,#DIV/0!,#DIV/0!
JATENG,PATI,77,81,73,79,92,91,88,88,84,86,84,84,#DIV/0!,90,85,86,89,#DIV/0!,88,87,87,80,81,83,83,74,68,54,52,50,51,42,38,28,4,0,0,0,0,0,0,#DIV/0!
JATENG,PEKALONGAN,91,75,95,84,58,63,69,65,99,98,96,97,#DIV/0!,98,97,97,96,#DIV/0!,78,90,90,95,83,92,95,90,89,88,90,88,66,54,55,19,3,0,0,0,0,0,#DIV/0!,#DIV/0!
JATENG,PEMALANG,81,77,85,65,77,92,86,70,81,73,53,35,#DIV/0!,90,90,85,73,#DIV/0!,89,93,94,82,87,87,74,76,70,53,53,48,33,18,21,17,0,0,0,0,0,0,0,#DIV/0!
JATENG,PURBALINGGA,79,82,85,82,92,89,89,86,80,73,88,82,#DIV/0!,88,88,87,89,#DIV/0!,78,81,84,77,87,74,81,67,71,63,63,52,35,28,17,15,3,0,0,0,0,0,#DIV/0!,#DIV/0!
JATENG,PURWOREJO,63,84,81,66,77,83,79,80,85,78,75,56,#DIV/0!,85,84,88,83,#DIV/0!,63,78,81,80,71,76,65,78,76,74,61,70,59,69,51,34,9,0,0,0,0,0,#DIV/0!,#DIV/0!
JATENG,REMBANG,88,87,83,88,87,89,92,88,87,93,84,90,#DIV/0!,88,93,91,92,#DIV/0!,92,90,88,90,85,86,76,83,82,70,55,68,77,62,52,31,8,0,0,0,0,0,0,#DIV/0!
JATENG,SEMARANG,93,89,88,90,96,95,95,68,93,90,94,94,#DIV/0!,93,89,93,91,#DIV/0!,93,89,92,90,91,84,76,77,80,52,60,44,57,28,37,13,3,0,0,0,0,0,0,#DIV/0!
JATENG,SRAGEN,92,93,93,91,87,95,88,84,95,93,89,90,#DIV/0!,91,93,92,95,#DIV/0!,84,77,82,97,75,81,88,75,91,80,74,62,13,26,24,16,3,0,0,0,0,0,#DIV/0!,#DIV/0!
JATENG,SUKOHARJO,86,85,85,94,93,91,87,88,69,95,92,91,#DIV/0!,94,90,92,89,#DIV/0!,98,91,92,91,85,85,82,84,87,86,81,62,58,35,53,28,7,0,0,0,0,0,#DIV/0!,#DIV/0!
JATENG,TEGAL,96,94,95,94,89,76,75,93,83,82,82,82,26,86,86,84,88,#DIV/0!,87,86,89,89,84,84,82,83,81,81,82,80,72,73,65,43,12,0,0,0,0,0,0,#DIV/0!
JATENG,TEMANGGUNG,83,91,81,86,96,96,91,92,94,88,88,88,#DIV/0!,89,83,93,85,#DIV/0!,75,63,78,65,71,68,76,68,61,63,54,50,47,38,16,15,2,0,0,0,0,0,#DIV/0!,#DIV/0!
JATENG,WONOGIRI,93,98,83,83,91,92,93,93,93,88,93,81,#DIV/0!,95,93,91,90,#DIV/0!,90,86,92,95,88,79,85,86,83,67,86,80,78,64,69,27,0,0,0,0,0,0,0,#DIV/0!
JATENG,WONOSOBO,16,75,14,0,89,90,93,34,91,87,89,90,#DIV/0!,97,79,83,80,#DIV/0!,89,86,87,94,89,76,76,83,82,81,73,59,63,61,65,40,12,1,0,0,0,0,0,#DIV/0!
DIY,BANTUL,81,74,78,77,76,76,82,85,83,76,83,80,#DIV/0!,81,76,86,89,#DIV/0!,88,93,91,58,74,64,78,84,90,74,74,69,37,56,49,25,15,0,0,0,0,0,#DIV/0!,#DIV/0!
DIY,GUNUNG KIDUL,89,86,93,87,86,86,88,92,94,92,84,86,#DIV/0!,93,93,89,93,#DIV/0!,74,72,67,64,42,53,48,42,38,47,36,17,34,22,20,11,6,0,0,0,0,0,#DIV/0!,#DIV/0!
DIY,KOTA YOGYAKARTA,85,85,85,85,75,88,88,86,84,85,87,83,#DIV/0!,83,84,84,82,#DIV/0!,86,83,87,80,78,74,82,88,89,73,59,49,46,48,42,25,3,0,0,0,0,0,#DIV/0!,#DIV/0!
DIY,KULON PROGO,84,90,78,88,89,87,81,83,83,79,78,84,#DIV/0!,79,84,90,91,#DIV/0!,81,86,75,87,69,88,90,94,81,64,68,67,21,33,44,11,6,0,0,0,0,0,#DIV/0!,#DIV/0!
DIY,SLEMAN,90,81,89,88,75,94,95,92,91,87,85,83,#DIV/0!,90,90,91,90,#DIV/0!,90,79,77,71,77,74,72,69,68,57,54,56,54,29,30,28,8,0,0,0,0,0,0,#DIV/0!
JATIM,BANGKALAN,91,93,95,97,94,95,95,89,92,88,89,89,39,87,98,91,95,#DIV/0!,88,85,84,75,79,72,74,71,63,57,56,50,56,63,54,26,0,0,0,0,0,0,0,#DIV/0!
JATIM,BANYUWANGI,92,91,92,92,94,92,93,92,93,94,92,90,16,81,82,88,90,69,87,87,88,88,84,87,87,84,84,73,69,67,74,60,49,44,16,0,0,0,0,0,0,#DIV/0!
JATIM,BLITAR,87,91,87,86,85,87,88,86,86,92,84,90,100,93,88,87,89,#DIV/0!,83,92,92,87,95,89,91,69,89,83,84,77,71,55,49,45,4,0,0,0,0,0,#DIV/0!,#DIV/0!
JATIM,BOJONEGORO,99,99,98,100,96,95,95,92,96,97,98,97,45,90,94,96,94,#DIV/0!,84,64,71,62,61,47,42,35,41,35,35,34,15,10,3,3,0,0,0,0,0,0,#DIV/0!,#DIV/0!
JATIM,BONDOWOSO,84,85,81,90,40,20,32,18,85,84,81,79,0,82,72,33,84,#DIV/0!,84,87,87,86,87,72,71,90,74,83,73,81,70,70,56,46,8,0,0,0,0,0,0,#DIV/0!
JATIM,GRESIK,92,93,96,93,92,92,90,92,93,97,95,93,100,94,92,89,92,#DIV/0!,91,92,92,93,88,91,95,92,89,94,90,79,84,81,73,66,26,1,0,0,0,0,0,#DIV/0!
JATIM,JEMBER,94,93,94,93,92,91,84,67,90,92,94,90,#DIV/0!,86,89,88,89,#DIV/0!,91,89,89,92,88,90,88,91,84,87,83,83,85,82,81,70,25,0,0,0,0,0,#DIV/0!,#DIV/0!
JATIM,JOMBANG,87,88,90,88,88,5,91,87,83,86,88,90,63,87,92,89,85,#DIV/0!,85,89,85,90,86,85,94,84,91,73,76,79,71,61,61,50,13,0,0,0,0,0,0,#DIV/0!
JATIM,KEDIRI,93,94,92,96,92,92,90,88,92,91,94,93,60,87,96,92,96,52,88,82,86,84,84,85,85,88,82,86,87,76,74,74,76,61,19,0,0,0,1,1,#DIV/0!,#DIV/0!
JATIM,KOTA BATU,81,85,84,82,85,76,73,83,79,85,81,58,71,76,84,66,73,#DIV/0!,44,71,68,78,71,67,47,50,46,62,33,67,50,80,20,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!
JATIM,KOTA BLITAR,79,84,73,78,82,82,84,75,77,71,73,71,42,84,69,82,89,#DIV/0!,81,87,86,62,79,81,81,89,62,60,82,78,69,62,70,54,9,0,0,0,0,0,#DIV/0!,#DIV/0!
JATIM,KOTA KEDIRI,81,78,82,84,90,88,92,85,86,89,87,78,#DIV/0!,82,85,83,66,#DIV/0!,84,75,74,67,86,67,88,83,79,70,88,84,58,73,69,24,13,2,0,0,0,0,#DIV/0!,#DIV/0!
JATIM,KOTA MADIUN,94,90,88,88,93,91,92,92,92,94,92,94,100,94,95,95,91,#DIV/0!,94,92,96,87,77,86,88,89,90,79,93,80,67,63,44,50,26,0,0,0,0,0,0,#DIV/0!
JATIM,KOTA MALANG,82,86,82,86,87,88,86,86,90,85,83,80,100,82,87,86,85,#DIV/0!,82,79,77,79,81,80,85,63,51,58,68,70,61,52,52,30,7,0,0,0,0,0,0,#DIV/0!
JATIM,KOTA MOJOKERTO,93,91,76,73,87,91,92,91,85,93,93,87,59,90,90,80,96,#DIV/0!,95,97,96,93,83,96,87,80,87,95,97,89,85,80,86,67,11,0,0,0,0,0,0,#DIV/0!
JATIM,KOTA PASURUAN,79,83,82,88,80,89,76,88,91,90,87,90,#DIV/0!,87,92,90,90,#DIV/0!,89,93,92,97,87,80,88,72,59,45,53,28,25,35,26,11,9,0,0,0,0,0,0,#DIV/0!
JATIM,KOTA PROBOLINGGO,83,87,85,83,80,71,81,70,74,84,79,68,#DIV/0!,79,83,83,73,#DIV/0!,67,67,64,73,77,57,59,50,64,79,69,38,25,65,52,35,0,0,0,0,0,0,#DIV/0!,#DIV/0!
JATIM,KOTA SURABAYA,85,86,87,88,89,90,91,90,92,91,89,89,100,83,91,90,89,2,89,88,88,87,84,84,84,80,77,71,71,64,54,40,36,35,6,0,0,0,0,0,0,#DIV/0!
JATIM,LAMONGAN,94,95,94,93,93,96,98,99,96,96,94,94,100,96,96,94,95,#DIV/0!,90,92,90,88,87,96,94,87,90,88,87,87,85,73,63,50,7,0,0,0,0,0,0,#DIV/0!
JATIM,LUMAJANG,95,96,95,95,97,95,95,96,95,92,92,92,100,92,93,92,92,#DIV/0!,85,83,79,80,74,77,70,76,77,67,71,69,41,24,20,22,9,0,0,0,0,0,#DIV/0!,#DIV/0!
JATIM,MADIUN,92,96,97,96,98,90,99,100,98,97,95,96,39,89,93,86,93,#DIV/0!,88,89,85,81,83,89,83,78,72,78,75,58,38,61,55,49,22,0,0,0,0,0,#DIV/0!,#DIV/0!
JATIM,MAGETAN,96,95,95,91,95,93,96,94,96,98,94,95,34,98,96,94,97,#DIV/0!,89,88,89,86,88,93,82,65,76,66,62,57,30,75,36,15,3,0,0,0,0,0,#DIV/0!,#DIV/0!
JATIM,MALANG,89,87,85,89,88,86,84,89,91,90,88,89,16,87,85,85,81,#DIV/0!,89,89,87,86,89,90,94,95,86,89,83,85,75,69,69,63,23,0,0,0,0,0,0,#DIV/0!
JATIM,MOJOKERTO,95,96,97,99,28,35,7,67,97,93,97,92,100,95,97,93,76,#DIV/0!,87,79,79,83,80,72,65,66,71,65,73,61,48,42,44,40,18,0,0,0,0,0,0,#DIV/0!
JATIM,NGANJUK,97,95,94,96,98,95,96,94,95,94,95,96,100,86,90,89,49,#DIV/0!,95,90,96,92,90,88,88,95,75,93,91,95,48,32,36,21,9,0,0,0,0,0,0,#DIV/0!
JATIM,NGAWI,85,83,86,87,86,90,89,96,93,90,93,92,63,94,95,91,92,#DIV/0!,94,85,95,93,95,95,84,85,87,93,79,98,84,74,59,33,13,0,0,0,0,0,0,#DIV/0!
JATIM,PACITAN,86,70,84,72,68,58,18,25,90,91,76,83,13,88,82,82,81,#DIV/0!,72,76,63,78,81,91,72,64,86,87,67,74,53,56,55,33,33,0,0,0,0,0,0,#DIV/0!
JATIM,PAMEKASAN,98,97,96,95,88,89,88,87,87,90,88,93,100,90,94,89,90,#DIV/0!,77,68,65,66,65,75,59,69,65,64,68,56,50,36,32,11,4,0,0,0,0,0,0,#DIV/0!
JATIM,PASURUAN,93,92,91,92,92,91,88,69,92,92,91,90,26,83,87,84,87,#DIV/0!,88,88,86,83,83,68,72,78,76,66,72,67,64,47,39,21,7,0,0,0,0,0,0,#DIV/0!
JATIM,PONOROGO,90,86,92,92,88,86,90,88,83,82,84,88,#DIV/0!,82,86,86,88,#DIV/0!,80,75,61,47,55,58,52,52,58,46,45,27,47,26,16,23,8,0,0,0,0,0,0,#DIV/0!
JATIM,PROBOLINGGO,90,92,86,90,89,90,89,83,91,88,90,88,100,93,91,93,89,#DIV/0!,86,89,87,89,86,87,89,83,81,84,81,89,69,76,73,55,29,0,0,0,0,0,#DIV/0!,#DIV/0!
JATIM,SAMPANG,82,86,80,77,84,86,83,83,82,87,81,87,28,87,84,89,83,#DIV/0!,84,87,83,74,86,90,68,85,70,79,54,56,45,42,32,15,6,0,0,0,0,0,0,#DIV/0!
JATIM,SIDOARJO,88,89,88,88,85,89,88,89,90,90,88,89,41,74,89,90,90,0,92,90,91,88,87,86,90,84,84,42,30,33,26,18,11,17,2,0,0,0,0,0,#DIV/0!,#DIV/0!
JATIM,SITUBONDO,95,95,96,95,94,93,92,96,94,92,93,94,100,94,94,95,90,#DIV/0!,97,94,93,86,96,92,94,85,85,87,75,84,66,66,58,26,0,0,0,0,0,0,#DIV/0!,#DIV/0!
JATIM,SUMENEP,93,94,92,90,91,90,91,91,89,89,89,86,100,89,90,91,89,#DIV/0!,89,83,83,88,87,86,81,87,85,88,88,81,59,49,48,30,7,0,0,0,0,0,0,#DIV/0!
JATIM,TRENGGALEK,96,94,88,95,87,93,93,93,83,89,96,96,#DIV/0!,95,96,94,91,#DIV/0!,90,93,94,86,72,80,85,81,77,77,89,83,73,53,45,44,8,0,0,0,0,0,#DIV/0!,#DIV/0!
JATIM,TUBAN,86,95,92,95,88,92,92,91,89,89,89,80,#DIV/0!,91,92,93,93,#DIV/0!,67,76,73,75,70,82,74,72,70,71,66,71,66,50,42,28,11,0,0,0,0,0,0,#DIV/0!
JATIM,TULUNGAGUNG,92,88,80,89,81,82,80,85,86,86,90,89,40,88,89,88,89,#DIV/0!,78,91,81,81,78,77,83,74,77,76,77,82,81,79,60,36,9,0,0,0,0,0,0,#DIV/0!
KALBAR,BENGKAYANG,98,94,9,98,98,93,95,3,99,#DIV/0!,100,100,#DIV/0!,97,88,99,93,#DIV/0!,51,31,53,52,54,52,67,34,48,65,36,28,21,5,22,18,6,0,0,0,0,0,#DIV/0!,#DIV/0!
KALBAR,KAPUAS HULU,88,89,90,96,90,91,2,0,1,100,100,85,#DIV/0!,91,96,1,1,#DIV/0!,84,73,87,100,89,67,50,50,0,#DIV/0!,0,#DIV/0!,0,0,0,25,0,#DIV/0!,0,0,0,0,#DIV/0!,#DIV/0!
KALBAR,KAYONG UTARA,92,100,#DIV/0!,90,90,93,100,84,85,92,92,96,#DIV/0!,93,100,75,89,#DIV/0!,100,33,83,40,100,67,75,100,50,0,0,0,0,0,17,50,0,0,0,0,0,0,#DIV/0!,#DIV/0!
KALBAR,KETAPANG,100,100,97,96,91,90,69,76,82,71,82,81,#DIV/0!,85,84,87,88,#DIV/0!,47,43,53,55,25,40,43,26,30,19,30,26,18,31,26,11,8,0,0,0,0,0,0,#DIV/0!
KALBAR,KOTA PONTIANAK,93,98,93,91,85,84,85,84,89,95,92,92,#DIV/0!,90,94,95,95,#DIV/0!,73,74,73,67,63,64,73,63,81,67,71,63,55,41,27,20,4,0,0,0,0,0,0,#DIV/0!
KALBAR,KOTA SINGKAWANG,95,96,86,86,84,83,90,92,71,68,67,70,#DIV/0!,79,76,80,81,#DIV/0!,91,82,78,78,71,46,43,36,31,24,30,38,33,18,18,20,2,0,0,0,0,0,#DIV/0!,#DIV/0!
KALBAR,KUBU RAYA,78,69,63,86,94,97,92,99,99,98,100,98,#DIV/0!,3,44,0,0,#DIV/0!,87,90,87,73,97,88,92,89,81,79,97,58,54,62,31,51,12,0,0,0,0,0,#DIV/0!,#DIV/0!
KALBAR,LANDAK,76,29,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,74,62,85,95,#DIV/0!,55,57,30,5,#DIV/0!,81,74,68,52,67,59,40,46,44,45,26,38,36,52,42,36,6,0,0,0,0,0,0,#DIV/0!
KALBAR,MELAWI,78,93,63,15,52,54,10,0,51,55,5,0,#DIV/0!,1,0,0,2,#DIV/0!,77,90,77,67,59,47,42,71,35,28,25,58,30,62,59,36,0,0,0,0,0,0,0,#DIV/0!
KALBAR,MEMPAWAH,91,82,86,85,89,89,91,81,82,82,82,93,#DIV/0!,77,81,83,90,#DIV/0!,85,100,78,82,79,95,66,54,54,52,50,67,56,35,42,30,0,0,0,0,0,0,#DIV/0!,#DIV/0!
KALBAR,SAMBAS,100,99,97,0,99,99,100,99,96,95,96,96,#DIV/0!,97,97,98,97,#DIV/0!,94,84,90,52,59,51,43,29,24,37,18,16,19,18,14,5,4,0,0,0,0,0,#DIV/0!,#DIV/0!
KALBAR,SANGGAU,50,28,99,100,95,94,100,99,97,96,97,98,#DIV/0!,94,98,96,94,#DIV/0!,81,68,60,73,42,52,54,36,45,43,46,33,24,52,24,24,0,0,0,0,0,0,#DIV/0!,#DIV/0!
KALBAR,SEKADAU,95,91,98,0,99,98,98,99,96,99,100,100,#DIV/0!,74,0,1,1,#DIV/0!,68,73,60,83,100,71,83,55,56,8,33,0,71,46,31,11,0,0,#DIV/0!,0,0,0,#DIV/0!,#DIV/0!
KALBAR,SINTANG,100,100,0,42,10,#DIV/0!,#DIV/0!,97,95,100,99,99,#DIV/0!,79,77,0,0,#DIV/0!,78,86,83,69,60,75,61,81,64,46,69,44,65,23,52,40,30,6,0,0,0,0,#DIV/0!,#DIV/0!
KALTENG,BARITO SELATAN,98,90,0,61,96,93,89,100,91,98,100,100,#DIV/0!,97,96,98,100,#DIV/0!,87,100,95,100,100,88,100,100,67,83,90,67,23,0,0,17,18,0,0,0,0,0,#DIV/0!,#DIV/0!
KALTENG,BARITO TIMUR,63,74,82,63,92,83,77,72,88,90,74,83,#DIV/0!,81,92,85,87,#DIV/0!,73,50,82,83,100,100,100,67,75,71,100,100,29,29,20,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!
KALTENG,BARITO UTARA,98,100,100,100,97,90,96,98,93,98,96,92,#DIV/0!,90,100,88,21,#DIV/0!,61,80,61,100,100,69,25,50,50,0,50,56,0,30,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!
KALTENG,GUNUNG MAS,65,87,93,78,97,89,73,80,92,92,71,65,#DIV/0!,68,64,95,89,#DIV/0!,71,77,100,88,73,67,18,25,33,30,13,14,38,7,0,9,0,0,0,0,0,0,#DIV/0!,#DIV/0!
KALTENG,KAPUAS,73,77,77,91,85,86,86,84,82,82,81,79,#DIV/0!,83,87,73,82,#DIV/0!,95,81,92,79,85,53,60,85,70,84,80,78,63,33,35,36,0,0,0,0,0,0,0,#DIV/0!
KALTENG,KATINGAN,71,73,80,68,70,80,83,90,92,87,98,76,#DIV/0!,97,97,95,96,#DIV/0!,86,80,69,89,100,40,55,75,38,57,42,56,33,33,29,43,0,0,0,0,0,0,#DIV/0!,#DIV/0!
KALTENG,KOTA PALANGKA RAYA,84,80,77,80,80,87,82,66,70,78,75,79,#DIV/0!,84,75,74,83,#DIV/0!,74,78,82,72,71,50,78,67,58,63,73,63,61,50,39,25,11,4,0,0,0,0,#DIV/0!,#DIV/0!
KALTENG,KOTAWARINGIN BARAT,96,96,97,98,98,95,98,99,87,81,96,62,#DIV/0!,100,99,99,100,#DIV/0!,95,98,100,100,100,96,96,100,100,100,100,100,81,81,68,50,19,0,0,0,0,4,#DIV/0!,#DIV/0!
KALTENG,KOTAWARINGIN TIMUR,87,91,86,81,83,89,83,66,78,84,70,85,100,87,74,97,98,#DIV/0!,72,72,82,67,46,37,72,71,67,41,39,28,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!
KALTENG,LAMANDAU,86,83,87,85,90,82,89,82,80,81,91,87,#DIV/0!,67,73,78,77,#DIV/0!,86,80,80,86,50,100,50,82,60,54,88,29,50,43,33,100,0,0,0,0,0,0,#DIV/0!,#DIV/0!
KALTENG,MURUNG RAYA,98,74,86,90,90,88,83,76,87,93,92,91,#DIV/0!,84,80,85,88,#DIV/0!,67,59,43,82,40,33,78,24,11,25,24,38,43,22,15,0,7,0,0,0,0,0,#DIV/0!,#DIV/0!
KALTENG,PULANG PISAU,83,100,93,95,62,79,100,85,97,63,84,90,#DIV/0!,83,70,94,81,#DIV/0!,67,63,60,50,50,100,60,80,29,75,50,0,33,33,0,0,0,0,0,0,#DIV/0!,0,#DIV/0!,#DIV/0!
KALTENG,SERUYAN,75,82,92,69,69,82,64,58,82,81,71,75,#DIV/0!,88,84,75,80,#DIV/0!,75,56,78,82,63,68,71,77,71,67,58,50,27,17,38,43,33,0,0,0,0,0,#DIV/0!,#DIV/0!
KALTENG,SUKAMARA,100,100,100,92,100,100,100,100,98,91,88,94,#DIV/0!,96,97,100,92,#DIV/0!,33,71,80,78,100,40,75,75,67,#DIV/0!,20,0,20,50,0,57,0,0,0,0,#DIV/0!,0,#DIV/0!,#DIV/0!
KALSEL,BALANGAN,92,91,96,88,91,98,94,97,95,91,89,85,#DIV/0!,77,97,92,98,#DIV/0!,46,25,22,38,60,38,0,100,100,#DIV/0!,100,100,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!
KALSEL,BANJAR,89,92,92,93,95,95,91,95,85,90,89,77,73,51,50,53,65,0,86,86,91,91,82,83,84,92,79,87,79,74,46,46,39,26,14,0,0,0,0,0,0,#DIV/0!
KALSEL,BARITO KUALA,98,100,99,96,98,97,98,96,96,98,41,13,#DIV/0!,82,84,88,79,#DIV/0!,83,76,76,69,75,100,83,100,56,40,44,31,43,50,20,53,8,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
KALSEL,HULU SUNGAI SELATAN,97,89,92,95,89,91,94,87,97,86,100,100,0,97,97,96,95,#DIV/0!,65,68,52,69,50,75,58,29,42,70,58,64,52,44,40,53,10,0,0,0,0,0,#DIV/0!,#DIV/0!
KALSEL,HULU SUNGAI TENGAH,93,90,93,93,92,88,84,75,75,82,87,85,#DIV/0!,87,83,85,89,#DIV/0!,79,77,78,68,72,72,53,54,57,72,28,30,56,43,22,50,21,0,0,0,0,0,#DIV/0!,#DIV/0!
KALSEL,HULU SUNGAI UTARA,94,87,89,96,92,93,94,97,71,78,88,91,#DIV/0!,91,94,96,44,#DIV/0!,84,80,69,89,92,80,89,69,56,90,43,67,39,50,36,19,5,0,0,0,0,0,#DIV/0!,#DIV/0!
KALSEL,KOTA BANJAR BARU,93,95,89,93,96,94,93,84,90,88,81,89,#DIV/0!,87,71,89,71,#DIV/0!,78,84,94,88,77,85,93,94,95,59,61,47,62,38,44,56,12,0,0,0,0,0,#DIV/0!,#DIV/0!
KALSEL,KOTA BANJARMASIN,88,85,85,89,90,91,93,91,96,94,95,77,#DIV/0!,94,90,93,93,#DIV/0!,82,81,78,78,65,96,59,95,78,75,78,76,49,43,41,19,5,0,0,0,0,0,0,#DIV/0!
KALSEL,KOTABARU,97,93,94,94,94,96,97,93,86,92,93,0,#DIV/0!,77,72,81,77,#DIV/0!,78,59,67,68,58,67,40,28,54,22,27,17,13,20,28,9,0,0,0,0,0,0,#DIV/0!,#DIV/0!
KALSEL,TABALONG,86,89,93,94,97,79,94,93,87,89,89,96,100,97,96,94,93,#DIV/0!,97,90,94,69,82,82,100,71,86,100,68,44,75,58,69,83,0,0,0,0,0,0,#DIV/0!,#DIV/0!
KALSEL,TANAH BUMBU,89,76,84,78,90,86,96,84,89,96,89,92,#DIV/0!,78,59,76,92,#DIV/0!,57,62,63,56,60,36,70,45,36,42,50,0,24,33,20,11,6,0,0,0,0,0,0,#DIV/0!
KALSEL,TANAH LAUT,91,83,94,91,98,90,93,90,93,96,96,0,#DIV/0!,91,82,91,86,#DIV/0!,73,68,71,57,58,75,57,70,78,73,70,63,50,46,23,80,30,0,0,0,0,0,#DIV/0!,#DIV/0!
KALSEL,TAPIN,89,91,85,76,90,95,87,85,91,88,93,88,#DIV/0!,85,92,90,97,#DIV/0!,85,69,94,90,100,92,78,75,75,80,79,40,33,40,44,30,0,0,0,#DIV/0!,0,0,#DIV/0!,#DIV/0!
KALTIM,BERAU,81,78,84,88,84,90,80,80,95,95,96,98,#DIV/0!,87,81,85,77,#DIV/0!,88,82,83,67,65,88,71,82,46,58,53,38,63,50,54,33,19,0,0,0,0,0,0,#DIV/0!
KALTIM,KOTA BALIKPAPAN,94,93,96,94,90,93,89,85,95,93,91,93,#DIV/0!,95,93,94,89,#DIV/0!,92,93,90,91,88,87,53,61,58,44,44,40,26,22,8,14,3,0,0,0,0,0,0,#DIV/0!
KALTIM,KOTA BONTANG,90,92,89,93,92,95,94,96,95,95,90,96,#DIV/0!,95,89,97,82,#DIV/0!,82,72,74,81,70,74,77,79,85,71,70,67,39,34,26,26,3,2,0,0,0,0,#DIV/0!,#DIV/0!
